otel_adi,yorum,yorum_basligi,puan,yorum_tarihi,konum,konaklama_tarihi,seyahat_turu,value_rating,rooms_rating,location_rating,cleanliness_rating,service_rating,musteri_toplam_yorum_sayisi
Green Bay Resort & Spa,Bugün itibari ile cıkıs yaptıgım otelden son derece memnun kaldıgımı belirtmek isterim Girişte arkadsşlar gayet güleryüzlü ve yardımseverdi Otel tamami ile tertemiz ve odamız hergün düzenli olarak temizlendi İtalyan alakartı denedik gayet basarılı ve memnun kaldık eger vaktimiz olsa 2 gün daha uzatmak isterdik tatilimizi Tek memnun olmadıgım konu tatilimizin bitmesi,Mükemmel deneyim,5,May 2023,,Nisan 2023,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Murat D, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Güler yüzlü personeller,5,May 2023,,Mayıs 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Erdem Ç, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Mükemmel lokasyonlu otel,5,May 2023,,Mayıs 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Kaan S, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Güzel deneyim tavsiye oteli,5,May 2023,,Mayıs 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Turan, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Güzel tatil,5,May 2023,,Mayıs 2023,İş için seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Uğurcan K, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Önerebileceğim bir otel,5,May 2023,"İzmir, Türkiye",Mayıs 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Umit B, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Keyifli bir tatil,5,May 2023,,Mayıs 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Emrullah C, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Güzel tatil,5,May 2023,,Mayıs 2023,,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Ali S, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Mûthis tatil,5,May 2023,,Mayıs 2023,Tek başına seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Bodrum bölgesinde gelmiş olduğum 3. Otel oluyor CRYSTAL Green Bay ve inanılmaz izler bıraktı bizde. Tavsiye üzerine gelmiştik aklımızda soru işaretleri vardı ama geldiğimiz gün tüm soruların çok gereksiz olduğunu anladık :) Tatil yapmamışız diyebiliriz o derece deniz çok berrak, kumsal çok temiz, havuz tertemiz odalar harika derecede temizdi ve personeller inanılmaz ilgiliydi güler yüzlü ve yardımcı olmaktan mutlu oluyorlardı. Seneye tekrar gelmek için sabırsızlanıyoruz, tüm Cyrstal Green Bay ailesine teşekkür ederiz. :)",Çetin Ailesi,5,May 2023,,Nisan 2023,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Aysel A, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Memnuniyet,5,May 2023,,Mayıs 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Bir haftadır arkadaşlarımla tatil yapmaktayım aile oteli olduğunu bildiğimiz halde gelmiş bulunduk ve sadece aileye hizmet olmadığını anladık hem aile hem adult otel olarak harika işler çıkardılar çalışanların hepsi güler yüzlü elbette ufak tefek eksikler oldu ama söylememiz durumunda çözüme kavuştu temizliğine diyecek birşey yok tertemiz otel yemek güzel çeşitleri bol bar hizmetleri özellikle barmenler işlerinde çok başarılılar geren bay'a teşekkürler herkesi tavsiye ederim,Eğlenceli bir tatilde,5,May 2023,,Mayıs 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Bir haftalık tatil sürecinde bize harika zamanlar geçirttiler tüm personele teşekkürlerimi iletiyorum özellikle bar bölümünde çalışan arkaşlara sizleri şaşırmak için fırsat verin harika işler çıkartıyorlar.Animasyoncu arkadaşlar sürekli enerjik her saat başı aktivite bulabiliyorsunuz ayrıca snack restoran bölümündeki pizzaları denemenizi tavsiye ederim şimdiden harika zamanlar geçirmeniz dileğiyle…,Rüya gibi bir tatildi,5,May 2023,,Mayıs 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Ferhat D, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Güzel bir tatil,5,May 2023,,Mayıs 2023,Arkadaşlarla seyahat etti,,,,,,3 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Mehmet Ata T, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Güzel ve eglenceli,5,May 2023,,Mayıs 2023,,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Emre S, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Hem aile hem de adult otel,5,May 2023,,Mayıs 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Follow the Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Havuz aktiviteleri çok iyi,5,May 2023,,Mayıs 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Alişan E Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Arkadaş tatili için uygun,5,May 2023,,Mayıs 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Osman A, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Başarılı,5,May 2023,,Nisan 2023,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Herkese merhabalar yazmak istediğim çok şey var ama nereden başlasam bilmiyorum 10 yıldır her yaz tatile giderim Crystal Green’i tavsiye üzerine dikkate alıp geldim ve kısaca iyi ki geldim. Ailem ile birlikte tatil nedir nasıl yapılır tekrardan öğrenmiş olduk :) 10 yıldır hiç bir otel için yorum yapmadım ama buraya yapmazsam haksızlık olurdu. Yemekler, animasyon, miniclup animatörler, barmenler, restaurant personelleri bu kadar mi pozitif ve güler yüzlü olur ? Denizi, manzarası konumu zaten müthiş harikulade bir lokasyon. Çocuklarını güvenle emanet edebileceğiniz bir miniclub varsa tatil yapmamak için hiç bir engel yoktur zaten. Gerek yönetime gerek personellere ve tüm Crystal ailesine başarılar diliyor, örnek olmalarının sürekliliğini temenni ediyorum :)",Çocuğunuz varsa gelin yoksa yine gelin :),5,May 2023,,Mayıs 2023,,,,,,,1 katkı
Green Bay Resort & Spa,6 gündür bulunuyoruz otelde ailemiz birlikte yemek konusunda çok hassas ve titiztik çok şükür ki her şey çeşitli ve tazeydi. Yemeyen çocuklar kıtlıktan çıkmış gibiydi adeta :) bu baba olarak ve eşim adına diyebilirim ki çocuklarınız ile harika bir tatil geçirebileceğiniz mükemmel bir otel gözünüz kapalı mini clupa güvenip çocuklarınızı emanet edip balayı keyfinde tatil sürebilirsiniz. Animasyon ekibi zaten gerek aktiviteleri gerek güleryüzlülüğü ve inanılmaz enerjileri ile tatilimize renk kattı. Denizi ve havuzu hakkında yorum bile yapmıyorum inanılmaz güzeldi. Hatta fotoğraflar bile pasif kalmış diyebiliriz. Her şey için teşekkürler hem bütçe dostu hemde tam bir beş yıldız oteli. :),Gözünüzü kapat kapatın ve gelin zaten rüya gibi açmak istemeyeceksiniz :),5,May 2023,,Mayıs 2023,,,,,,,1 katkı
Green Bay Resort & Spa,Herkese merhabalar muhteşem bir 3 günlük tatilin ardından yorum yapıyorum. Her tatile gelenin aklına gelen veya aklında olan bir takım sorular elbet vardır. Kısaca şöyle diyebilirim en ufak bir endişeye veya soruya vakit ayırmayın her şey olması gerektiğinden çok çok iyi. Elbette ufak tefek şeyler oluyor ama çözülmesi dakika dahi almıyor :) Bir sonra ki yılın adresi kesinlikle simdiden belli. Çocuklar için mini club zaten bambaşka seviye hiiiiiç merak etmenize gerek yok. Ben ve ailem otelin problem olması halinde her türlü şekilde çözüme kavuştuğunun garantisini veriyoruz.,Aileler için tam memnuniyet,5,May 2023,,Mayıs 2023,,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Tuğba E, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Aile,5,May 2023,,Nisan 2023,,,,,,,1 katkı
Green Bay Resort & Spa,"Muhteşem bir tatil geçirdik tüm çalışanlara teşekkür ediyoruz hepsi güler yüzlü ve pozitif personeller otelin konumu zaten muazzam denizin temizliği olsun otelin temizliği olsun kusursuz diyebiliriz, ailemiz ile birlikte geldik küçük kardeşlerimi miniclupa güven ile teslim ettik çok ilgilendiler aklımız kalmadı içimiz çok rahattı yemekler harikaydı taze ve çeşitlilik bir hayli fazlaydı animasyonun aktiviteleri ve düzenlenen showları da ayrıca beğendik tekrar geleceğiz green bay ailesine çok teşekkürler! :)))))",En iyisi diyebiliriz :),5,May 2023,,Mayıs 2023,,,,,,,1 katkı
Green Bay Resort & Spa,"Ailemiz ile birlikte geldiğimiz dördüncü otelimiz otelimiz ve açık ara en iyisi diyebiliriz. Yemekleri olsun, animasyonları olsun, personelerin yapmacık olmayan samimi ve içten gülümsemi bizi tam anlamıyla etkilemiş bulunmakta. Akşamlari biraz serin olsa sa canlı müzik ve animasyon showlar soğuğu bize unutturuyor. :)))) bar çalışanları bilgili stajyer arkadaşlar bile bilgili ve pozitif otelin stajerlere bu denli olanak sağlaması da ailecek çok hoşumuza gitti! Denizinin havuzunun temizliğinden zaten bahsetmeye gerek yok inanılmaz bir konumda muhteşem bir koyda bulunuyor otel kısacası herkese tavsiye ediyorum!",Bar çeşitliliği ve kalitesi çok iyi,5,May 2023,,Mayıs 2023,,,,,,,2 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Dolunay k Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Hafta sonu tatili,5,May 2023,,Nisan 2023,Tek başına seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Ali T Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Restaurant yemekleri ve personelleri harikaydı,5,May 2023,,Mayıs 2023,Arkadaşlarla seyahat etti,,,,,,2 katkı
Green Bay Resort & Spa,"Düğünümuzun hemen ardından eşimle balayına geldik. Otele adım atar atmaz yoğun bir ilgiyle karşılandık. Fazla misafir olmamasından dolayı süper bir ilgi alaka vardı ( kalabalık olduğunda da ayni ilginin olacağına eminim). Merkeze uzak olmasından dolayı(30km) biraz şüphe ederek geldik fakat otelden çıkmak istemedik daha sonrasında. İhtiyacınız olan herşey otelde mevcut. Bir gece ateş showunu izledik tiyatroda, süperdi! Herkesin işini severek yaptığını yüzlerinden anlıyorsunuz.",Balayı kumruları,5,May 2023,,Nisan 2023,Çift olarak seyahat etti,,,,,,3 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Uğur I Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Kuaför iyiydi,5,May 2023,,Mayıs 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz 44metey Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Her yönden mükemmel bir deneyim,5,May 2023,,Mayıs 2023,Arkadaşlarla seyahat etti,,,,,,2 katkı
Green Bay Resort & Spa,"Crystal Green'e eşim ile birlikte geldim ilk tatilimizdi ve inanılmaz heyacanlıydı, aklımızda soru işaretleri olmasına rağmen geldik ve iyi ki geldik! Snack bar başta olmak üzere bar çalışanlarına ve tüp departmanlara ayrı ayrı teşekkur ediyoruz! Tekrar gelmek için planlara şimdiden başladik. Balayı için, eğlenmek için, dinlenmek için, aile için her birey için uygun inanılmaz konforlu ve rahat bir otel. Personellerin güler yüzlülüğüne zaten diyecek bir şey yok her şey mükemmel ve kusursuzdu Green Bay ailesine sonsuz teşekkürler ve yeni sezonda başarılar!",Bar kısmı harikaydı kokteyller muhteşem,5,May 2023,,Mayıs 2023,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"4 arkadaş istanbuldan geldik. Genelde Antalya tercihimiz oluyordu tatil için, bu yıl bir değişiklik olsun istedik ve bodrumu tercih ettik. Otelin havaalanına yakın olması çok iyiydi. Uçaktan indikten yarım saat sonra oteldeydik. Otelin konumu süper, harika bir koy içerisinde yer alıyor. Merkeze 30 km. Saat başı merkeze giden dolmuşlar otelin önünden geçiyor. Bodrum kapalı çarşıya gitmenizi tavsiye ederim. Kaydırakların orada barda çalışan Hasan a ve Tüm çalışan arkadaşlara teşekkürler.",Dostlar tatili,5,May 2023,"Bodrum City, Türkiye",Nisan 2023,Arkadaşlarla seyahat etti,,,,,,3 katkı
Green Bay Resort & Spa,Miniclup başta olmak üzere tüm animasyona ve diğer departmanlara sonsuz teşekkürler! Çocuklarınızı güvenle emanet edebileceğiniz bir mini club mevcut. Çalışanların güler yüzlülüğü ve ilgi alaka olarak üst seviyelerde! Tekrar gelmek için sabırsızlanıyoruz! Tüm herkese samimi duygular ile tavsiye ediyorum! Crystal Green Bay ailesine başarıların devamını dilerim! Çok teşekkür ederiz!,Mini club bir harika,5,May 2023,,Mayıs 2023,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz ndngk2023 Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Aile tatili,5,May 2023,,Nisan 2023,,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz İsmail K, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Eğlence,5,May 2023,,Nisan 2023,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Otele ilk zamanlarında geldiğimiz için sakin bir dönemdi ve bu çok hoşumuza gitti. Otel sakin bir koyda yer alıyor, sessiz fresh bir ortam var. Yemekler çok lezzetli ve çeşitliydi. Odalar ve ortam çok temizdi. Atıştırmalık verilen ve 7/24 açık olan snack bar, feet bar hepsi çok güzell. Animasyon takımının aktiviteleri vaktimizi daha verimli geçirmeyi sağladı aynı zamanda çocukların vakit geçirmesi için mini kulüp de bulunmakta ve orası da gerçekten çocuklu aileler için iyi düşünülmüş bir yerdi. Genel olarak otelin konumu, ortamı, personeli çok iyi. Tatil için mükemmel seçenek.",Güzel tatiiiilll,5,May 2023,,Mayıs 2023,,,,,,,1 katkı
Green Bay Resort & Spa,Geçen yıl burada konaklayan arkadaşlarımın tavsiyesi ile geldim. İş seyahati sırasında 2 gece 3 gün kaldım. Herşeyiyle güzel bir tatildi. Yemekler beklentimin üstündeydi gerçekten. Animasyon etkinliklerine katılamasam da arkadaşların güler yüzlülüğü ve samimiyeti yeterli olur oldu. Doğayla iç içe bir otel. Denize ve havuza giremesek de sahilde oturmak bile çok keyifliydi.,Süper!,5,May 2023,,Nisan 2023,Tek başına seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Her şey için çok teşekkür ediyorum, ailem ile birlikte mükemmel bir tatil geçirdik, özellikle sneck bar inanılmazdı yemek ve servis ileri derecede iyi ve başarılıydı. Animasyon, F&B'ye ve geri kalan tüm departmanlara sonsuz teşekkürler! Aklında soru işareti olan herkese gönül rahatlığı ile öneriyorum! İlk kez geldik ama son kez gelmemiş olacağız! Tekrar görüşmek üzere! Başarılar ve güzel sezonlar dilerim!",Keyifli bir tatil,5,May 2023,,Nisan 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Quest 716530, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Balayı,5,May 2023,,Nisan 2023,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Otelin konumu çok güzel, havaalanına 15-20 dk çok uzak değil. Otele gelince sizi müthiş bir doğa ve deniz karşılıyor. Havası çok güzel konumu itibarıyla tam bir doğa tatili oldu. Odalar gayet temiz ve düzenli, her gün temizleniyor. Yemekler cesitli ve lezzettli. Animasyon aktivitelerine katılamadık çocuklar dolayısıyla ama hepsinden haberimiz oldu takım çok aktif. Hepsi guleryuzlu ve nazik. Keza otel personeli de çok guleryuzlu herkes çok enerjik. Mini kulüpte çok zaman gecirdik, çocuklara ve bize çok yardımcı oldular, rahat zaman gecirebildik.",Doğa tatili,5,May 2023,,Mayıs 2023,,,,,,,2 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Kadir Ç, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",güzel bir koyda doğa ile iç içe,5,May 2023,,Nisan 2023,,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Levent D Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Mükemmel bir deneyimdi!,5,May 2023,,Mayıs 2023,Tek başına seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Kapı girişinden itibaren resepsiyon olmak üzere çok sıcak bi karşılamayla karşılandık. Genel anlamda otel çok temiz ve tertipliydi, yemekler lezzetliydi, İtalyan alacarte bayıldım. Otelin bulunduğu köy muhteşem, tıpkı bir rüyada gibi hissettim. Resepsiyon başta olmak üzere tüm personel cana yakın ve içtendi. Bi daha ki sefere annem ile beraber geleceğim 🫶🏻 kesinlikle tavsiye ediyorum ❤️",Tekrar geleceğim,5,May 2023,,Nisan 2023,Arkadaşlarla seyahat etti,,,,,,2 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Neslihan U, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Güzel koyda güzel Tatil,5,Nis 2023,,Nisan 2023,,,,,,,2 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Samet C, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Harika servis,5,Nis 2023,,Nisan 2023,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz , Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunar, sağlıklı günler dileriz. Tekrar görüşmek dileğiyle Ahmet Derin İşletme Müdürü",Muhteşem tatil,5,Nis 2023,,Nisan 2023,,,,,,,1 katkı
Green Bay Resort & Spa,Hepinize ayrı ayrı teşekkür ediyorum gerçekten sizden çok memnun kaldık crystal ailesi bu kadar efsane olmanıza hayran kaldık bize harika bir tatil imkanı sunduz özelikle çocuklar çok mutlu mini klüb ekibine çok teşekkür ediyorum çocukları gönül rahatlığıyla bırakıp gidebilirsiniz barış bey harikasın ekibinle beraber harikalar yaratınız animasyon aktiviteleride gerçekten çok harika yemekler çok çeşitli ve lezzetli otel harika bir yere inşa edilmiş tamamen doğayla iç içe tekrar tekrar çok teşekkürler :),Efsane otel efsane tatil,5,Nis 2023,,Nisan 2023,,,,,,,1 katkı
Green Bay Resort & Spa,"Nefis bir tatildi. Tüm personel güleryüzlü ve çok ilgiliydi. Yemekler çok çeşitli ve lezzetliydi. Şef Güngör Bey’e teşekkür ederiz. Tesis gayet temiz, deniz çok güzeldi. Animasyon ekibine çok teşekkür ederiz. Başta Alex olmak üzere herkes çok ilgiliydi. Yapılan aktiviteler tatilimize çok keyif kattı. Güleryüzünden, hatırşinaslığından, keyifli sohbetlerinden ötürü Alex’e tekrar tekrar teşekkür ederiz.",Harika Bir Tatil İçin İdeal Otel,5,Nis 2023,,Nisan 2023,,,,,,,1 katkı
